Judul,Link_Embed,Info_Detail,Deskripsi,URL_Sumber,Tipe_Media,Lirik
Ai no Senshi Taro (1984),https://drive.google.com/file/d/1FtdTAXrhjQlxO2yq3eXkkFCTg5SdtwLk/preview,Artist: Ichiro Mizuki & Columbia All-Stars | Released: 1984 | Album: Ultraman Story Original Soundtrack,Ai no Senshi Taro is the insert theme of Ultraman Story.,https://ferdevil87.github.io/ainosenshi/
Cosmos Adventure (1986),https://drive.google.com/file/d/1H9LRprFHaAroUGIE-E0pyYxbPtLb8ce3/preview,Artist: Yamano Satoko | Released: 1986 | Album: Ultraman Kids Original Soundtrack,Cosmos Adventure is an Opening theme from Ultraman Kids.,https://ferdevil87.github.io/cosmos/
Twinkle Twinkle Wink ~Onegai Shooting Stars~ (1986),https://drive.google.com/file/d/1lJ6kfYVSIWUjnMt8KLwbJTdPyIP6lSFk/preview,Artist: Yamano Satoko | Released: 1986 | Album: Ultraman Kids Original Soundtrack,Twinkle Twinkle Wink ~Onegai Shooting Stars~ is an Ending theme from Ultraman Kids.,https://ferdevil87.github.io/twinkle/
Toki no Naka o Hashirinukete (1987),https://drive.google.com/file/d/1WucrtcKosPoXFw7WdKqphccQ88VbkIke/preview,"Artist: Shinichi Ishihara, Koorogi '73 | Released: 1987 | Album: Ultraman: The Adventure Begins Original Soundtrack","Toki no naka wo hashirinukete is an opening theme (OP) from Ultraman: The Adventure Begins. It was performed by Shinichi Ishihara, Koorogi '73.",https://ferdevil87.github.io/tokionakao/
Sky High Heroes (1987),https://drive.google.com/file/d/1ulu0KjTpjdXDj5qdGKPrPQ8p-BVGUjEM/preview,"Artist: Shinichi Ishihara, Koorogi '73 | Released: 1987 | Album: Ultraman: The Adventure Begins Original Soundtrack","Sky High Hero is an insert song from Ultraman: The Adventure Begins. It was performed by Shinichi Ishihara, Koorogi '73.",https://ferdevil87.github.io/skyhigh/
Bokura no Great (1996),https://drive.google.com/file/d/1wa9CBrU7iaCBch0Il9-t01a7e3TIbqST/preview,Artist: Masaaki Kyomoto | Released: 1996 | Album: Ultraman GREAT and Ultraman USA Special Box,Bokura No Great is an opening theme (OP) from Ultraman: Towards the Future. It was performed by Masaaki Kyomoto.,https://ferdevil87.github.io/bokura/
Chikyuu Wa Kimi Wo Matte Ita (1996),https://drive.google.com/file/d/1lDxPFt42tdEVI1FUtrjY9X14oRoyGJRI/preview,Artist: Masaaki Kyomoto | Released: 1996 | Album: Ultraman GREAT and Ultraman USA Special Box,Chikyuu Wa Kimi Wo Matte Ita is an ending theme (ED) from Ultraman: Towards the Future. It was performed by Masaki Kyomoto.,https://ferdevil87.github.io/chikyuu/
Its Ultraman ~Mirai e Mukatte~ (1996),https://drive.google.com/file/d/1iYTBR48ns65CXVidLxg5DfU7pnlKA9Z5/preview,Artist: Masaaki Kyomoto | Released: 1996 | Album: Ultraman GREAT and Ultraman USA Special Box,Its Ultraman ~Mirai e Mukatte~ is an insert song from Ultraman: Towards the Future. It was performed by Masaaki Kyomoto.,https://ferdevil87.github.io/miraiemukate/
The Earth is Hurtin' ~Japanese Ver~ (1996),https://drive.google.com/file/d/1pSVWa0UMSUB7WtTeufIB4Hm4Gh8GiTBS/preview,Artist: Masaaki Kyomoto | Released: 1996 | Album: Ultraman GREAT and Ultraman USA Special Box,The Earth is Hurtin' ~Japanese Ver~ is an insert song from Ultraman: Towards the Future. It was performed by Masaaki Kyomoto in japanes version.,https://ferdevil87.github.io/erthhurtin/
Its Ultraman (1996),https://drive.google.com/file/d/1Xch3M3P3-m7Lin9-bNU947mB5mquBenf/preview,Artist: Jay Hacket | Released: 1996 | Album: Ultraman GREAT and Ultraman USA Special Box | Lyric : | A silver flash streaking though the night | Iuminating the heavy skies with light | Who can say where he's really from | The answer lies in a mysery beyond | Yet in his quiet serength we know | It's ULTRAMAN! | Holding out his hand | Giving us a sign | He's on our side | ULTRAMAN！ | Greater than life | Magnanimous | In his love for us | It's ULTRAMAN! | Two strange souls meeting up in space | Coming to earth with different face | Reveling us as we really live | And so we learned to trust and learned to give | And even dare to believe in him | It’s ULTRAMAN！ | Holding out his hand | Giving us a sign | He's on our side | ULTRAMAN！ | Greater than life | Magnanimous | In his love for us | It’s ULTRAMAN！ | ULTRAMAN | Take his hand | ULTRAMAN | In his shadow | We can look for tomorrow | It’s ULTRAMAN！ | Holding out his hand | Giving us a sign | He's on our side | ULTRAMAN！ | Greater than life | Magnanimous | In his love for us | It’s ULTRAMAN！,Its Ultraman is an insert theme from Ultraman: Towards the Future in english version.,https://ferdevil87.github.io/itsultraman/
The Earth is Hurtin' (1996),https://drive.google.com/file/d/1K61sP1Pt_Ur9NFAEGuzFw3Bgi04i4IDT/preview,Artist: Jay Hacket | Released: 1996 | Album: Ultraman GREAT and Ultraman USA Special Box | Lyric : | Dont waste you tears | Regrettings was past | if we just wake up | we still have a change | The earth its hurting | and somebody is calling | calling for us to came | the earth its hurting | if come has a warning | warning us to came | to do our shame | Listen to the earth | here its own heartbeat | Feel its very old | changing also quickly | The earth its hurting | and somebody is calling | calling for us to came | the earth its hurting | if come has a warning | warning us to came | to do our shame | We come We go | Whats left to show | but break the skies | for our lethal | once lives | The earth its hurting | and somebody is calling | calling for us to came | the earth its hurting | if come has a warning | warning us to came | to do our shame,The Earth is Hurtin' is an Insert song from Ultraman: Towards the Future.,https://ferdevil87.github.io/earthhurtin/
Tatakau Tame ni Umareta Senshi (1993),https://drive.google.com/file/d/1pq1llBOouU28Rv_2O7593LXYfzxfICGy/preview,Artist: Hironobu Kageyama | Released: 1993 | Album: Ultraman vs. Kamen Rider Original Soundtrack,"Tatakau Tame ni Umareta Senshi (戦うために生まれた戦士, lit. The Soldier Born to Fight) is an theme song from Ultraman vs. Kamen Rider.",https://ferdevil87.github.io/uvsk/
Ultraman Powered (1995),https://drive.google.com/file/d/1j3mXYFSC7LPnL-NXBQslKfF9-0ydTlos/preview,Artist: Tatsuya Maeda | Released: 1995 | Album: Ultraman: The Ultimate Hero complete soundtrack,"Ultraman Powered (ウルトラマンパワード, Urutoraman Pawādo) is the opening theme of Ultraman: The Ultimate Hero. It was used in both the American and Japanese releases of the series, with the former receiving an instrumental rendition as opposed to the lyrical version.",https://ferdevil87.github.io/powered/
Ultraman Powered ~Columbia Cover~ (1996),https://drive.google.com/file/d/1bYsvGTNcCuVGqqfXeCU-MPGohJPGvWRF/preview,Artist: Columbia | Released: 1996 | Album: ULTRAMAN COMPLETE SONG COLLECTION,"Ultraman Powered (ウルトラマンパワード, Urutoraman Pawādo) is the opening theme of Ultraman: The Ultimate Hero. It was used in both the American and Japanese releases of the series, with the former receiving an instrumental rendition as opposed to the lyrical version.",https://ferdevil87.github.io/poweredcol/
Kono Uchu no Doko ka ni (1995),https://drive.google.com/file/d/1Ly3Gdb6PHhYuO1WveM6ZOalQL0gI07PT/preview,Artist: Tatsuya Maeda | Released: 1995 | Album: Ultraman: The Ultimate Hero complete soundtrack,Kono Uchuu no Doko ka ni is an ending theme (ED) from Ultraman: The Ultimate Hero. It was performed by Tatsuya Maeda.,https://ferdevil87.github.io/konouchu/
Starlight Fantasy (1995),https://drive.google.com/file/d/1mW0FERhCrmXEnepCuiL968xj8cdMnVgO/preview,Artist: Hitomi Sudo | Released: 1995 | Album: Ultraman: The Ultimate Hero complete soundtrack,Starlight Fantasy is an ending theme (ED) from Ultraman: The Ultimate Hero. It was performed by Hitomi Sudo.,https://ferdevil87.github.io/starlightfan/
